USER_SESSION_ID,snippets,academic_degree,age,are_you_serious,boomerang_participant,c_or_cpp,created,csharp,culture,encountered_distraction,english_level,fsharp,german_level,has_heard_presentation,how_did_you_find_us,is_twitter_follower,java,job_description,jobtype,js,legacy_participant,mother_tounge,other_languages,php,school_leave_qualification,sex,source,subject,submitted,vbnet,would_participate_again,years_experience_any,years_experience_csharp
411cb6f890f74876bba08fb8a7d59b82,"['codestructure.semantic.single.html', 'countchildren.semantic.normal.html', 'readini.semantic.abbrev.html', 'parsequerystring.syntactic.single.html', 'concatlists.syntactic.normal.html', 'histogram.syntactic.abbrev.html']",ba,26,yes,no,1,2015-05-20T12:34:36.483570,3,de,no,4,0,6,no,twitter,yes,1,"Softwareentwickler, Frontend",angestellt,4,no,de,,0,abi,m,/static/templates/forms/questions3.de.html,"Bachelor of Science, Angewandte Informatik",2015-05-20T12:35:24.388Z,0,no,5,3
9de567008b7444dea2e0fec3a80cbd5c,"['histogram.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'concatlists.semantic.single.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.abbrev.html', 'codestructure.syntactic.single.html']",none,26,yes,no,1,2015-05-21T09:20:59.507313,1,de,no,4,0,5,no,Twitter,no,3,Freelancer,selbststÃ¤ndig,4,2013,de,,3,abi,m,/static/templates/forms/questions3.de.html,Keiner,2015-05-21T09:21:50.907Z,0,yes,7,0
a1f5b052bf2540dcaf5693aec331ed01,"['countchildren.semantic.normal.html', 'codestructure.semantic.single.html', 'readini.semantic.abbrev.html', 'parsequerystring.syntactic.normal.html', 'concatlists.syntactic.single.html', 'histogram.syntactic.abbrev.html']",lehre,37,yes,no,1,2015-05-20T13:34:13.712081,4,de,no,5,3,6,yes,Twitter,yes,0,Software-Entwickler,angestellt,2,2013,de,"Pascal/Delphi, Basic",0,abi,m,/static/templates/forms/questions3.de.html,Industrietechnologe,2015-05-20T13:35:04.446Z,2,yes,10,7
7140e75721074680a24636577baa4c2c,"['parsequerystring.semantic.abbrev.html', 'concatlists.semantic.single.html', 'histogram.semantic.normal.html', 'readini.syntactic.single.html', 'countchildren.syntactic.abbrev.html', 'codestructure.syntactic.normal.html']",ba,32,yes,no,1,2015-05-21T20:41:26.701314,3,de,no,4,1,5,no,Twitter,yes,2,Master of Science Informatik,student,1,2013,de,"Java, PHP, F#, R, JavaScript, C, C++",1,abi,m,/static/templates/forms/questions3.de.html,Bachelor of Science Informatik,2015-05-21T20:42:17.617Z,0,yes,13,10
3be5a6f61b1741e5bda3bc773036d5d8,"['readini.semantic.normal.html', 'codestructure.semantic.abbrev.html', 'countchildren.semantic.single.html', 'concatlists.syntactic.abbrev.html', 'parsequerystring.syntactic.single.html', 'histogram.syntactic.normal.html']",msc,25,yes,no,2,2015-05-20T12:39:55.607209,4,de,yes,6,0,6,no,,no,2,Consultant,selbststÃ¤ndig,2,no,de,,2,abi,m,/static/templates/forms/questions3.de.html,MSc.,2015-05-20T12:41:08.730Z,2,yes,8,6
0ba6d88b74f04445941144bfc0fa222d,"['countchildren.semantic.single.html', 'readini.semantic.normal.html', 'codestructure.semantic.abbrev.html', 'histogram.syntactic.abbrev.html', 'parsequerystring.syntactic.single.html', 'concatlists.syntactic.normal.html']",none,37,yes,no,1,2015-05-20T13:05:05.782236,4,de,no,5,3,6,no,Empfehlung eines Kollegen,no,2,"Vorstand, Entwicklungsleiter",selbststÃ¤ndig,4,no,de,"Delphi, Visual Basic 6.0, Fortran",1,abi,m,/static/templates/forms/questions3.de.html,Chefabiturient,2015-05-20T13:05:55.662Z,4,yes,16,12
00b7d4aba419442ba0f98b006d885575,"['readini.semantic.normal.html', 'codestructure.semantic.single.html', 'countchildren.semantic.abbrev.html', 'concatlists.syntactic.abbrev.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.normal.html']",lehre,20,yes,no,0,2015-05-20T13:09:04.931675,4,de,no,4,0,6,no,Kollege,no,1,Softwareentwickler .NET,angestellt,2,no,de,,1,mr,m,/static/templates/forms/questions3.de.html,Fachinformatiker Anwendungsentwicklung,2015-05-20T13:09:54.916Z,2,yes,4,4
e3d36e7a919a42d4859dae9722239bda,"['countchildren.semantic.single.html', 'readini.semantic.abbrev.html', 'codestructure.semantic.normal.html', 'parsequerystring.syntactic.single.html', 'histogram.syntactic.abbrev.html', 'concatlists.syntactic.normal.html']",lehre,32,yes,no,1,2015-05-20T13:21:50.455657,4,de,no,4,0,6,no,"Ich weiÃŸ nciht mehr, ist ja schon ne weile her.",no,1,"Expert Consultant, IT Berater in der Finanzbranche mit Schwerpunkt Entwicklung & technische Teamleitung",angestellt,2,2013,de,"C#, C++, C, Java, PHP, JavaScript, CSS, HTML, VB.NET, Visual Basic 6, SQL, T-SQL, Ruby, Turbo Pascal",3,mr,m,/static/templates/forms/questions3.de.html,Fachinformatiker fÃ¼r Anwendungsentwicklung,2015-05-20T13:22:40.465Z,4,yes,18,10
be1b3b6aa0f2481cb47a38d935c9d5f0,"['codestructure.semantic.normal.html', 'countchildren.semantic.single.html', 'readini.semantic.abbrev.html', 'histogram.syntactic.normal.html', 'parsequerystring.syntactic.abbrev.html', 'concatlists.syntactic.single.html']",msc,30,yes,no,1,2015-05-20T13:45:35.721349,4,de,no,4,1,4,yes,Von dir selbst,yes,1,Softwareentwickler,angestellt,3,2013,de,"JavaScript, Python, Ruby, CoffeeScript, F#, PowerShell, Bash",1,other,m,/static/templates/forms/questions3.de.html,Dipl.-Inform. MSc. Informatics,2015-05-20T13:46:25.829Z,1,yes,14,12
42efb260aa64492d9423adcbc860eafe,"['readini.semantic.single.html', 'countchildren.semantic.abbrev.html', 'codestructure.semantic.normal.html', 'parsequerystring.syntactic.single.html', 'concatlists.syntactic.abbrev.html', 'histogram.syntactic.normal.html']",ba,32,yes,no,1,2015-05-20T13:23:20.104280,4,de,no,5,0,5,no,WeiÃŸ nicht mehr,no,1,Software Developer,angestellt,1,no,other,"Borland C++, Delphi Pascal,",1,other,m,/static/templates/forms/questions3.de.html,Bachelor,2015-05-20T13:24:10.078Z,1,yes,15,4
fb42e2ec502b42df9a937df5d3964d8d,"['readini.semantic.single.html', 'codestructure.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'histogram.syntactic.single.html', 'concatlists.syntactic.abbrev.html', 'parsequerystring.syntactic.normal.html']",msc,32,yes,no,1,2015-05-20T13:25:47.674191,4,de,no,4,0,5,no,Email,no,1,Softwareentwickler (Freelancer),selbststÃ¤ndig,2,2013,de,"Java, JavaScript, PHP, VB.NET",2,abi,m,/static/templates/forms/questions3.de.html,Dipl.-Inform. (BA),2015-05-20T13:26:38.551Z,1,yes,12,8
f8b3fd416fa2463f867ae66631bd3ad5,"['codestructure.semantic.normal.html', 'countchildren.semantic.abbrev.html', 'readini.semantic.single.html', 'parsequerystring.syntactic.normal.html', 'histogram.syntactic.abbrev.html', 'concatlists.syntactic.single.html']",none,44,yes,no,4,2015-05-20T13:37:47.305534,3,de,no,4,2,6,yes,Twitter + OpenSpace,yes,2,Senior Software Engineet,angestellt,1,no,de,"Python, Assembler, Pascal",0,abi,m,/static/templates/forms/questions3.de.html,Abiturient?,2015-05-20T13:38:36.706Z,1,yes,20,5
5349d110076847cdac428f7e3e61e494,"['countchildren.semantic.abbrev.html', 'codestructure.semantic.single.html', 'readini.semantic.normal.html', 'concatlists.syntactic.single.html', 'parsequerystring.syntactic.normal.html', 'histogram.syntactic.abbrev.html']",msc,35,yes,no,3,2015-05-20T13:39:03.001561,4,de,no,5,2,6,no,twitter,yes,3,Softwareentwickler,angestellt,1,no,ru,,1,abi,m,/static/templates/forms/questions3.de.html,Master in Informatics,2015-05-20T13:39:53.056Z,2,yes,12,7
87d7f6da24bf4ddc81154f0f3423c99f,"['readini.semantic.normal.html', 'countchildren.semantic.single.html', 'codestructure.semantic.abbrev.html', 'histogram.syntactic.single.html', 'concatlists.syntactic.normal.html', 'parsequerystring.syntactic.abbrev.html']",none,34,yes,no,2,2015-05-20T13:27:40.128733,4,de,no,5,4,6,yes,Twitter,yes,2,Senior .NET Software Engineer,angestellt,2,2013,ru,"Delphi, Haskell",2,abi,m,/static/templates/forms/questions3.de.html,-,2015-05-20T13:28:30.107Z,1,yes,15,10
57d839891d0a4f5ea8ec2b1b08abaaae,"['codestructure.semantic.abbrev.html', 'readini.semantic.single.html', 'countchildren.semantic.normal.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html', 'concatlists.syntactic.normal.html']",lehre,29,yes,no,1,2015-05-20T13:42:01.182443,4,de,no,5,0,6,yes,Vortrag DotNet Developer Conference,yes,1,Softwareentwickler C#,angestellt,2,no,de,"Pascal, Ruby, Python, Objective C",1,mr,m,/static/templates/forms/questions3.de.html,Fachinformatiker Anwendungsentwicklung,2015-05-20T13:42:51.211Z,1,yes,6,4
724b59f61e234fc6ac01dcac8458f280,"['readini.semantic.abbrev.html', 'codestructure.semantic.single.html', 'countchildren.semantic.normal.html', 'parsequerystring.syntactic.single.html', 'histogram.syntactic.normal.html', 'concatlists.syntactic.abbrev.html']",msc,46,yes,no,2,2015-05-20T13:39:32.237077,3,de,no,6,0,6,yes,Vortrag auf DWX + anschlieÃŸende Mail,no,1,Softwarearchitekt,angestellt,1,no,de,"Python, Perl, Basic, Fortran,",1,abi,m,/static/templates/forms/questions3.de.html,Dipl.-Ing. (FH),2015-05-20T13:40:22.251Z,2,yes,25,14
6c63ccd6bf4140ec9e6eacef7759eec3,"['readini.semantic.single.html', 'codestructure.semantic.normal.html', 'countchildren.semantic.abbrev.html', 'parsequerystring.syntactic.abbrev.html', 'concatlists.syntactic.normal.html', 'histogram.syntactic.single.html']",msc,39,yes,no,3,2015-05-20T14:01:50.304013,3,de,no,4,0,4,no,email,no,1,Softwareentwickler,angestellt,0,2013,de,"C++, Python, Ruby, TCL/TK, Perl, Bash scripting, Amiga Basic",1,abi,m,/static/templates/forms/questions3.de.html,Dipl.Ing (FH) Vermessung & Geomatik,2015-05-20T14:02:01.599Z,1,yes,11,4
5a235201bdc34ac7b7ef656c1814cda7,"['readini.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'codestructure.semantic.single.html', 'histogram.syntactic.normal.html', 'concatlists.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html']",lehre,35,yes,yes,1,2015-05-20T13:54:50.519665,3,de,no,3,0,3,yes,Arbeitskollege (Marcel Spies),no,0,Fachinformatiker Anwendungsentwicklung,angestellt,0,2013,de,,2,mr,m,/static/templates/forms/questions3.de.html,Fachinformatiker,2015-05-20T13:55:40.600Z,2,yes,15,5
99e6e65f2e884c2797149661e60a53b3,"['countchildren.semantic.abbrev.html', 'readini.semantic.single.html', 'codestructure.semantic.normal.html', 'concatlists.syntactic.abbrev.html', 'parsequerystring.syntactic.normal.html', 'histogram.syntactic.single.html']",msc,35,yes,no,1,2015-05-20T15:40:36.017238,4,de,no,5,0,6,yes,Email,yes,1,Software-Entwickler,angestellt,2,2013,ru,"ABAP, Ruby, Python, VBA",2,abi,m,/static/templates/forms/questions3.de.html,Dipl.-Inform. (FH),2015-05-20T15:41:29.159Z,4,yes,15,7
dfc5e16eab524e5a974516e180e91b70,"['codestructure.semantic.abbrev.html', 'readini.semantic.normal.html', 'countchildren.semantic.single.html', 'concatlists.syntactic.single.html', 'histogram.syntactic.abbrev.html', 'parsequerystring.syntactic.normal.html']",ba,15,yes,no,1,2015-05-20T14:24:21.587554,3,de,no,4,1,5,yes,Email,yes,1,Softwareentwickler,angestellt,3,2013,de,,1,abi,m,/static/templates/forms/questions3.de.html,Bachelor of Engineering,2015-05-20T14:25:11.218Z,0,yes,8,7
793e10c95a9b409a8fe11d39457b75c1,"['codestructure.semantic.single.html', 'countchildren.semantic.abbrev.html', 'readini.semantic.normal.html', 'concatlists.syntactic.abbrev.html', 'histogram.syntactic.normal.html', 'parsequerystring.syntactic.single.html']",none,23,yes,no,1,2015-05-20T14:46:19.108933,0,de,no,4,0,6,no,Empfehlung eines Kollegen,no,2,Telekommunikationsinformatik,student,3,no,de,Bash,3,abi,m,/static/templates/forms/questions3.de.html,Auf dem Weg zum Bachelor of Engineering,2015-05-20T14:47:09.215Z,0,yes,10,0
0b81eaf7df8e42eaaebeb248b8ff1691,"['codestructure.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'readini.semantic.single.html', 'concatlists.syntactic.normal.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html']",msc,32,yes,yes,2,2015-05-20T14:49:51.636793,4,de,no,4,0,4,yes,Empfehlung eines Kollegen,no,1,Softwareentwickler,angestellt,1,2013,de,"C, C++, Java",0,abi,m,/static/templates/forms/questions3.de.html,"Dipl.(FH), Informatiker",2015-05-20T14:50:41.996Z,1,yes,5,7
28085f503a364fecbacf220dc34c8de7,"['countchildren.semantic.single.html', 'codestructure.semantic.abbrev.html', 'readini.semantic.normal.html', 'histogram.syntactic.abbrev.html', 'concatlists.syntactic.single.html', 'parsequerystring.syntactic.normal.html']",lehre,31,yes,no,0,2015-05-20T15:14:26.870571,4,de,no,4,0,6,no,,yes,0,Softwareentwickler,selbststÃ¤ndig,3,2013,de,"VBScript, SQL, HTML, CSS, Sass, LESS, TypeScript, CoffeeScript",0,mr,m,/static/templates/forms/questions3.de.html,Mediengestalter,2015-05-20T15:15:17.053Z,1,yes,16,11
9651114c58eb4b6388d288ef0d6482d8,"['histogram.semantic.single.html', 'concatlists.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.single.html']",lehre,30,yes,no,2,2015-05-20T20:28:08.147431,3,de,no,3,2,5,yes,Twitter,yes,1,Softwareentwickler/Architekt,selbststÃ¤ndig,2,no,de,"Scala, F#, Python, C++, C, 61131, Haskel",0,abi,m,/static/templates/forms/questions3.de.html,Elektrotechniker,2015-05-20T20:29:00.766Z,0,yes,14,7
b2e601f093aa4719afc310cb84cbeda1,"['countchildren.semantic.abbrev.html', 'codestructure.semantic.normal.html', 'readini.semantic.single.html', 'concatlists.syntactic.single.html', 'histogram.syntactic.normal.html', 'parsequerystring.syntactic.abbrev.html']",msc,33,yes,no,1,2015-05-20T15:54:06.885071,4,de,no,5,0,6,no,EMail,no,3,Wirtschaftsinformatiker,angestellt,2,2013,de,"Ruby, Perl, Bash, KSH,",2,abi,m,/static/templates/forms/questions3.de.html,Dipl. Ing Informatik (FH),2015-05-20T15:54:56.996Z,0,yes,15,7
e9b97f42564f491b82dae67664b52d1e,"['countchildren.semantic.normal.html', 'codestructure.semantic.abbrev.html', 'readini.semantic.single.html', 'parsequerystring.syntactic.normal.html', 'concatlists.syntactic.abbrev.html', 'histogram.syntactic.single.html']",msc,25,yes,no,1,2015-05-20T16:56:36.850486,3,de,no,4,1,6,yes,Email,yes,2,Developer and Data Analyst,angestellt,0,2015,de,"MATLAB, R",0,hauptschule,w,/static/templates/forms/questions3.de.html,Master of Science Informatik,2015-05-20T16:57:25.708Z,0,yes,6,4
95bec2483350474baed89ca83e410877,"['concatlists.semantic.abbrev.html', 'parsequerystring.semantic.normal.html', 'histogram.semantic.single.html', 'countchildren.syntactic.abbrev.html', 'readini.syntactic.normal.html', 'codestructure.syntactic.single.html']",none,40,yes,no,2,2015-05-20T18:31:55.621384,4,de,no,3,0,4,no,Twitter,yes,0,Softwareentwickler,angestellt,1,no,de,,1,abi,m,/static/templates/forms/questions3.de.html,Staatlich geprÃ¼fter IT-Techniker,2015-05-20T18:32:47.629Z,1,maybe,15,10
53ab11ca61944adb8dda003934e9f48f,"['readini.semantic.normal.html', 'countchildren.semantic.abbrev.html', 'codestructure.semantic.single.html', 'histogram.syntactic.abbrev.html', 'parsequerystring.syntactic.normal.html', 'concatlists.syntactic.single.html']",other,37,yes,no,1,2015-05-20T17:55:00.379380,4,de,no,6,1,6,no,Twitter,yes,1,Application Developer,angestellt,1,no,de,,1,mr,m,/static/templates/forms/questions3.de.html,Operative IT-Professional (IHK),2015-05-20T17:55:47.271Z,1,maybe,15,8
50971075eb83460da5de1db4e1274c32,"['countchildren.semantic.single.html', 'codestructure.semantic.normal.html', 'readini.semantic.abbrev.html', 'histogram.syntactic.normal.html', 'concatlists.syntactic.abbrev.html', 'parsequerystring.syntactic.single.html']",none,49,yes,yes,2,2015-05-20T17:59:11.824342,4,de,no,6,1,6,no,,no,1,Electical Engeneering Developer,angestellt,1,2015,de,"Assembler, Basic",1,abi,m,/static/templates/forms/questions3.de.html,keinen,2015-05-20T18:00:12.361Z,2,yes,20,5
2810c173dba347bc93c326ec21d35a53,"['parsequerystring.semantic.normal.html', 'concatlists.semantic.single.html', 'histogram.semantic.abbrev.html', 'countchildren.syntactic.single.html', 'codestructure.syntactic.normal.html', 'readini.syntactic.abbrev.html']",lehre,29,yes,no,0,2015-05-20T18:01:19.680891,3,de,no,4,0,4,no,Twitter,no,1,Softwarearchitekt,angestellt,3,no,de,,1,abi,m,/static/templates/forms/questions3.de.html,Fachinformatiker,2015-05-20T18:02:10.011Z,1,yes,11,10
d2c8b05698e9407fb61794470e36d026,"['concatlists.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'histogram.semantic.single.html', 'codestructure.syntactic.normal.html', 'countchildren.syntactic.single.html', 'readini.syntactic.abbrev.html']",none,51,yes,no,2,2015-05-20T18:29:45.552169,4,de,no,5,1,6,yes,,no,1,Trainer und Berater,selbststÃ¤ndig,1,2013,de,"C, C++, SQL, Groovy, Pascal",0,abi,m,/static/templates/forms/questions3.de.html,-,2015-05-20T18:30:35.918Z,2,yes,35,15
b163ccefdf5a480f88fa102653cd5d3f,"['histogram.semantic.normal.html', 'concatlists.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'readini.syntactic.abbrev.html', 'countchildren.syntactic.single.html', 'codestructure.syntactic.normal.html']",msc,37,yes,no,1,2015-05-20T20:37:17.562459,4,de,no,5,1,6,yes,"Twitter, Email UND Empfehlung eines Kollegen :D",yes,2,Technical Director,angestellt,0,2013,de,"Matlab, R",0,abi,m,/static/templates/forms/questions3.de.html,Master of Science (Mathematics and Computer Science),2015-05-20T20:38:06.160Z,1,yes,12,10
95992f0bc4de4027bb6926136bd0b955,"['histogram.semantic.abbrev.html', 'concatlists.semantic.normal.html', 'parsequerystring.semantic.single.html', 'readini.syntactic.normal.html', 'codestructure.syntactic.single.html', 'countchildren.syntactic.abbrev.html']",msc,38,yes,no,1,2015-05-20T21:07:29.933064,4,de,no,6,2,6,yes,email,yes,1,IT-Berater,selbststÃ¤ndig,3,2013,de,"Delphi, Python, Ruby, Assembler, Fortran77",1,abi,m,/static/templates/forms/questions3.de.html,Dipl.-Phys.,2015-05-20T21:08:30.355Z,1,yes,14,10
79ccccf38e4846acae075619a28ba44f,"['concatlists.semantic.normal.html', 'parsequerystring.semantic.single.html', 'histogram.semantic.abbrev.html', 'countchildren.syntactic.abbrev.html', 'codestructure.syntactic.normal.html', 'readini.syntactic.single.html']",msc,42,yes,no,2,2015-05-22T09:28:08.456629,4,de,no,4,0,6,no,Empfehlung eines Kollegen,no,2,Software Entwickler,angestellt,3,no,de,Python,0,abi,m,/static/templates/forms/questions3.de.html,"Mikrotechnik-Ingenieur FH, MAS Software-Entwicklung",2015-05-22T09:29:01.564Z,0,yes,15,15
8d6735d28cc34027a3b9368b97eced24,"['parsequerystring.semantic.abbrev.html', 'histogram.semantic.single.html', 'concatlists.semantic.normal.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.single.html', 'readini.syntactic.normal.html']",ba,23,yes,no,1,2015-05-21T06:19:26.691224,2,de,no,4,0,5,no,Email eines Kollegen.,no,1,Softwareentwickler,angestellt,2,no,de,"C, Java, C++",0,abi,m,/static/templates/forms/questions3.de.html,B. Sc.,2015-05-21T06:20:17.763Z,1,yes,4,1
6184095bb30f4300bdde9900b3f62c0b,"['parsequerystring.semantic.normal.html', 'concatlists.semantic.abbrev.html', 'histogram.semantic.single.html', 'codestructure.syntactic.normal.html', 'countchildren.syntactic.abbrev.html', 'readini.syntactic.single.html']",msc,45,yes,no,1,2015-05-21T07:11:10.181500,3,de,no,4,1,6,no,Twitter,no,1,Software-Entwickler,selbststÃ¤ndig,2,no,de,ELAN,3,abi,m,/static/templates/forms/questions3.de.html,M.Sc. Medienwissenschaft,2015-05-21T07:12:01.401Z,2,yes,20,10
e124ac59b9b34d9a80ab531271df50d0,"['concatlists.semantic.abbrev.html', 'histogram.semantic.normal.html', 'parsequerystring.semantic.single.html', 'readini.syntactic.abbrev.html', 'codestructure.syntactic.normal.html', 'countchildren.syntactic.single.html']",msc,36,yes,no,2,2015-05-21T08:23:34.702838,4,de,yes,4,4,3,yes,Twitter,yes,1,Programmierer,angestellt,1,2013,de,"Basic, Python, Pascal, Haskell, Lisp, Scheme, Prolog",0,abi,m,/static/templates/forms/questions3.de.html,Diplom Mathematiker,2015-05-21T08:24:24.763Z,3,maybe,16,10
d72c3147ef054a93ba821880a97d910b,"['concatlists.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'histogram.semantic.normal.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.single.html', 'readini.syntactic.abbrev.html']",msc,35,yes,no,1,2015-05-21T07:44:18.711302,2,de,no,4,0,6,yes,E-Mail,no,0,Softwarentwickler,angestellt,2,no,de,"python, perl, prolog, basic,",2,abi,m,/static/templates/forms/questions3.de.html,Diplom-Wirtschaftsinformatiker (FH),2015-05-21T07:44:59.642Z,4,yes,10,2
9c5d3cd1a4fe4b0094c5468fbc426e60,"['parsequerystring.semantic.single.html', 'histogram.semantic.normal.html', 'concatlists.semantic.abbrev.html', 'countchildren.syntactic.single.html', 'readini.syntactic.normal.html', 'codestructure.syntactic.abbrev.html']",msc,42,yes,no,2,2015-05-21T08:04:57.986117,4,de,no,5,1,6,no,Twitter,yes,1,Senior Software Developer,angestellt,1,no,de,,1,abi,m,/static/templates/forms/questions3.de.html,Dipl.-Math.,2015-05-21T08:05:49.291Z,2,maybe,20,12
04c8566f6ddf4e619b975390f556151d,"['parsequerystring.semantic.single.html', 'concatlists.semantic.abbrev.html', 'histogram.semantic.normal.html', 'codestructure.syntactic.single.html', 'countchildren.syntactic.abbrev.html', 'readini.syntactic.normal.html']",none,36,yes,no,0,2015-05-21T08:27:22.007744,4,de,yes,5,0,6,no,Empfehlung eines Kollegen,no,1,Consultant,angestellt,4,no,de,,0,mr,m,/static/templates/forms/questions3.de.html,Keinen,2015-05-21T08:28:13.262Z,1,yes,18,12
